Unique ID,Data Source,WDFW ID,DNR ID,RMAP ID,QIN ID,FS ID,CSP ID,Barrier Type,Latitude (from database),Longitude (from database),Latitude (map adjusted),Longitude (map adjusted),Stream Name,Tributary To Name,Interested Parties,Road Ownership,Road Name,Road Block,Road Number,Mile Post,County,HUC 10 Name,WRIA,Barrier Status,Barrier Passability,Barrier Flag,DST Calculation Adjustment,Fish Type,Total Prioritization Score,Habitat Quantity Score,Habitat Potential Score,Connectivity Score,Current Condition Score,Future Condition Score,Barrier Passability Score,Downstream Barrier Count,Downstream Barrier Count Score,Downstream Minimum Passability,Downstream Minimum Passability Score,Upstream Barrier Count,Upstream Barrier Count Score,Upstream Minimum Passability,Upstream Minimum Passability Score,Maximum Net Anadromous Habitat Gain Score,"Net Habitat Gain (Coho, miles)",Net Upstream Habitat Gain Coho Score,"Total Habitat Gain (Coho, miles)","Net Habitat Gain (Steelhead, miles)",Net Upstream Habitat Gain Steelhead Score,"Total Habitat Gain (Steelhead, miles)","Net Habitat Gain (Chinook, miles)",Net Upstream Habitat Gain Chinook Score,"Total Habitat Gain (Chinook, miles)","Net Habitat Gain (Sockeye, miles)",Net Upstream Habitat Gain Sockeye Score,"Total Habitat Gain (Sockeye, miles)","Net Habitat Gain (Bull Trout, miles)",Net Upstream Habitat Gain Bull Trout Score,"Total Habitat Gain (Bull Trout, miles)","Net Habitat Gain (Resident, miles)",Net Upstream Habitat Gain Resident Score,"Total Habitat Gain (Resident, miles)",Number of Species,Maximum Habitat Potential Score,Net Habitat Potential (Coho Winter),Habitat Potential Coho Winter Score,Net Habitat Potential (Coho Summer),Habitat Potential Coho Summer Score,Net Habitat Potential (Steelhead),Habitat Potential Steelhead Score,Net Habitat Potential (Chinook),Habitat Potential Chinook Score,Number of Documented Species,Documented Coho,Documented Steelhead,Documented Chinook,Documented Sockeye,Documented Bull Trout,Documented Resident,"Stream Temperature (2019, degrees C)",Current Stream Temperature Score,"Stream Temperature (2080, degrees C)",Future Stream Temperature Score,Future Winter Max Flows (Percent Change),Future Winter Max Flows Score,Future Winter Bankfull Flows (Percent Change),Future Winter Bankfull Flows Score,Future Summer Flows,Future Summer Flows Score,x,y
CWCC.01039,DNR,,15212,2690004,,,,Culvert,47.992963,-124.568549,47.9929140740001,-124.568547511,unnamed,West Fork Dickey River,Quileute,Private,FR-D-5300,East West Dickey - CL1040,5300,,Clallam,Dickey River,20,Barrier,Unknown Passability,,,Resident and Anadromous,43.6,8,10,15.6,5,5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,2,1.05,2,1.05,1.05,2,1.05,0,0,0,0,0,0,0,0,0,0.9,1,0.9,3,2,0.39,2,0.25,2,0.18,1,-99999,0,1,Yes,No,No,No,No,No,21.0706481458769,2,23.1913227883714,1,14.3689078495542,4,26.034521950024,1,24.7623546135854,2,-13866907.27780853,6105676.070220634
CWCC.01041,DNR,,15214,2690004,,,,Culvert,47.9947580006,-124.568773,47.9948161090001,-124.568755315,unnamed,West Fork Dickey River,Quileute,Private,5325,East West Dickey - CL1040,5325,,Clallam,Dickey River,20,Barrier,Unknown Passability,,,Resident and Anadromous,39.4,5,10,14.4,5,5,2,1,4,Unknown Barrier Status,4,2,3,67%,4,1,0.86,1,0.86,0.86,1,0.86,0,0,0,0,0,0,0,0,0,0.56,1,0.56,3,2,0.3,2,0.28,2,0.15,1,-99999,0,1,Yes,No,No,No,No,No,21.0706481458769,2,23.1913227883714,1,14.3689078495542,4,26.034521950024,1,24.7623546135854,2,-13866930.41046194,6105992.4634201545
CWCC.01044,DNR,,15226,2690004,,,,Culvert,48.0947529998,-124.456173,48.094748786,-124.456260004,unnamed,unnamed,Quileute,Private,9054.3,East West Dickey - CL1120,9054.3,,Clallam,Dickey River,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,26.225,0,0,15.6,5,5.625,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,16.3037206570482,2,18.0881692026422,2,16.9823276476504,3,20.878612958949,2,25.2710409760914,2,-13854407.489669355,6122632.156682368
CWCC.01059,DNR,,15249,2690004,,,,Culvert,48.0666779999,-124.405903,48.0666714220001,-124.405906341,unnamed,unnamed,Quileute,Private,9410,East West Dickey - CL1090,9410,,Clallam,Dickey River,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,26.225,0,0,15.6,5,5.625,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,16.3037206570482,2,18.0881692026422,2,16.9823276476504,3,20.878612958949,2,25.2710409760914,2,-13848802.145599177,6117953.759740661
CWCC.01065,DNR,,15256,2690004,,,,Culvert,48.0049939996,-124.512882,48.004968945,-124.513163698,unnamed,East Fork Dickey River,Quileute,Private,5102.318,East West Dickey - CL1000,5102.318,,Clallam,Dickey River,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,26.225,0,0,15.6,5,5.625,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,16.3037206570482,2,18.0881692026422,2,16.9823276476504,3,20.878612958949,2,25.2710409760914,2,-13860741.979962489,6107681.530172586
CWCC.01066,DNR,,15257,2690004,,,,Culvert,48.0069100003,-124.522868999,48.006963484,-124.522755289,unnamed,East Fork Dickey River,Quileute,Private,5208.52,East West Dickey - CL1020,5208.52,,Clallam,Dickey River,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,32.225,0,6,15.6,5,5.625,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,3,0.21,2,0.2,2,-99999,0,0,No,No,No,No,No,No,16.3037206570482,2,18.0881692026422,2,16.9823276476504,3,20.878612958949,2,25.2710409760914,2,-13861809.710978163,6108013.3886721805
CWCC.01068,DNR,,15260,2690004,,,,Culvert,48.0793770003,-124.525833,48.0794813210001,-124.525722333,unnamed,unnamed,Quileute,Private,5000,East West Dickey - CL1050,5000,,Clallam,Dickey River,20,Barrier,Unknown Passability,Resident Only,,Resident Only,29.1,2,1.5,15.6,5,5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1,0.01,1,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,21.0706481458769,2,23.1913227883714,1,14.3689078495542,4,26.034521950024,1,24.7623546135854,2,-13862140.00072901,6120087.895281633
CWCC.01080,DNR,,15284,2690005,,,,Culvert,47.7972680005,-124.432090999,47.797182551,-124.432064016,unnamed,Mosquito Creek,Hoh,Private,3613,Goodman Creek - CL0440,3613,,Jefferson,Goodman Creek-Frontal Pacific Ocean,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,33.1,0,0,15.6,10,7.5,2,1,4,Unknown Passability,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,8.15163639507556,4,9.02408326652478,4,22.5439657863461,1,13.6397538923122,4,23.8404230196584,3,-13851714.00466628,6073179.320137635
CWCC.01115,DNR,,15367,2690004,,,,Culvert,48.112408,-124.450025,48.1123612810001,-124.449899748,unnamed,unnamed,Quileute,Private,9059.8,East West Dickey - CL1030,9059.8,,Clallam,Dickey River,20,Barrier,Unknown Passability,,,Resident and Anadromous,36.6,5,6,15.6,5,5,2,1,4,Unknown Passability,4,0,5,NA,5,1,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1,0.02,2,0,-99999,0,-99999,0,-99999,0,-99999,0,2,Yes,No,No,No,No,Yes,21.0706481458769,2,23.1913227883714,1,14.3689078495542,4,26.034521950024,1,24.7623546135854,2,-13853699.4692142,6125568.146548209
CWCC.01155,DNR,,15451,2690005,,,,Culvert,47.8066060006,-124.407973,47.8066270210001,-124.40800637,unnamed,unnamed,Hoh,Private,3410,Goodman Creek - CL0450,3410,,Jefferson,Goodman Creek-Frontal Pacific Ocean,20,Barrier,Unknown Passability,Resident Only,,Resident Only,36.6,2,1.5,15.6,10,7.5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,1,0.15,1,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,8.15163639507556,4,9.02408326652478,4,22.5439657863461,1,13.6397538923122,4,23.8404230196584,3,-13849035.919665352,6074744.542631678
CWCC.01157,DNR,,15453,2690005,,,,Culvert,47.802504,-124.400925,47.8024812370001,-124.400821234,unnamed,unnamed,Hoh,Private,3410,Goodman Creek - CL0450,3410,,Jefferson,Goodman Creek-Frontal Pacific Ocean,20,Barrier,Unknown Passability,Resident Only,,Resident Only,38.1,2,3,15.6,10,7.5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,1,0.04,1,0,-99999,0,-99999,0,-99999,0,-99999,0,1,No,No,No,No,No,Yes,8.15163639507556,4,9.02408326652478,4,22.5439657863461,1,13.6397538923122,4,23.8404230196584,3,-13848236.074000489,6074057.431043519
CWCC.01175,DNR,,15485,2690005,,,,Culvert,47.8005623603,-124.383577001,47.8005739280001,-124.38359749,unnamed,unnamed,Hoh,Private,3810,Goodman Creek - CL0450,3810,,Jefferson,Goodman Creek-Frontal Pacific Ocean,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,33.1,0,0,15.6,10,7.5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,8.15163639507556,4,9.02408326652478,4,22.5439657863461,1,13.6397538923122,4,23.8404230196584,3,-13846318.735669669,6073741.336838924
CWCC.01176,DNR,,15486,2690005,,,,Culvert,47.7972999998,-124.391052,47.797292285,-124.391209416,unnamed,unnamed,Hoh,Private,3810,Goodman Creek - CL0450,3810,,Jefferson,Goodman Creek-Frontal Pacific Ocean,20,Barrier,Unknown Passability,Resident Only,,Resident Only,38.1,2,3,15.6,10,7.5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1,0.66,1,0,-99999,0,-99999,0,-99999,0,-99999,0,1,No,No,No,No,No,Yes,8.15163639507556,4,9.02408326652478,4,22.5439657863461,1,13.6397538923122,4,23.8404230196584,3,-13847166.091367314,6073197.504667944
CWCC.01179,DNR,,15493,2690004,,,,Culvert,48.0402450004,-124.558755,48.0402338310001,-124.558846456,unnamed,unnamed,Quileute,Private,FR-D-5230,East West Dickey - CL1040,5230,,Clallam,Dickey River,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,25.6,0,0,15.6,5,5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,21.0706481458769,2,23.1913227883714,1,14.3689078495542,4,26.034521950024,1,24.7623546135854,2,-13865827.361295747,6113550.922805784
CWCC.01184,DNR,,15505,2690002,,,,Culvert,48.1033489999,-124.53154,48.1031560010001,-124.530118312,unnamed,North Fork Crooked Creek,Makah; Quileute,Private,5906,Lake Ozette Drainage - CL1250,5906,,Clallam,Ozette Lake-Frontal Pacific Ocean,20,Barrier,Unknown Passability,,,Resident and Anadromous,54.225,10,10.5,15.6,10,8.125,2,1,4,Unknown Barrier Status,4,0,5,NA,5,2,1.15,2,1.15,1.15,2,1.15,0,0,0,0,0,0,0,0,0,1.7,2,1.7,3,3,0.59,3,0.14,1,0.21,2,-99999,0,0,No,No,No,No,No,No,8.84983984914694,4,9.7899710313986,4,14.9570180120871,4,20.5728447863934,2,24.0611678070393,3,-13862629.358876754,6124033.5077741975
CWCC.01185,DNR,,15506,2690002,,,,Culvert,48.1040860005,-124.535661001,48.1041074190001,-124.535846548,unnamed,North Fork Crooked Creek,Makah; Quileute,Private,5906,Lake Ozette Drainage - CL1250,5906,,Clallam,Ozette Lake-Frontal Pacific Ocean,20,Barrier,Unknown Passability,,,Resident and Anadromous,49.225,5,10.5,15.6,10,8.125,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.37,1,0.37,0.37,1,0.37,0,0,0,0,0,0,0,0,0,0.56,1,0.56,3,3,0.4,3,0.07,1,0.14,1,-99999,0,0,No,No,No,No,No,No,8.84983984914694,4,9.7899710313986,4,14.9570180120871,4,20.5728447863934,2,24.0611678070393,3,-13863267.023256108,6124192.10861052
CWCC.01226,DNR,,15608,2690005,,,,Culvert,47.8755299994,-124.509815001,47.875532553,-124.509815853,unnamed,unnamed,Quileute,Private,3100.71,Goodman Creek - CL0520,3100.71,,Jefferson,Bogachiel River,20,Barrier,Unknown Passability,Resident Only (Adjusted); Downstream 0% Passable Barrier,,Resident Only,27.225,2,3,11.6,5,5.625,2,2,3,0%,0,0,5,NA,5,0,,0,,,0,,,0,,,0,,,0,,0.06,1,0.06,1,0,,0,,0,,0,,0,1,No,No,No,No,No,Yes,16.3814118198024,2,18.0118721520424,2,16.6997209367249,3,20.7074019441753,2,25.7887499415352,2,-13860369.299525881,6086172.809637378
CWCC.01230,DNR,,15617,2690004,,,,Culvert,48.0858810001,-124.515812,48.086156982,-124.515942326,unnamed,unnamed,Quileute,Private,5000,East West Dickey - CL1110,5000,,Clallam,Dickey River,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,25.6,0,0,15.6,5,5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,21.0706481458769,2,23.1913227883714,1,14.3689078495542,4,26.034521950024,1,24.7623546135854,2,-13861051.295389917,6121200.274327886
CWCC.01234,DNR,,15624,2690008,,,,Culvert,47.7828759999,-124.361669001,47.782487793,-124.361438568,unnamed,unnamed,Hoh,Private,3000,South Clallam - CL0270,3000,,Jefferson,Goodman Creek-Frontal Pacific Ocean,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,33.1,0,0,15.6,10,7.5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,8.15163639507556,4,9.02408326652478,4,22.5439657863461,1,13.6397538923122,4,23.8404230196584,3,-13843852.01569317,6070744.538423145
CWCC.01241,DNR,,15657,2690004,,,,Culvert,48.0291080002,-124.536063999,48.0290982560001,-124.536093139,unnamed,West Fork Dickey River,Quileute,Private,5220.3,East West Dickey - CL1060,5220.3,,Clallam,Dickey River,20,Barrier,Unknown Passability,,,Anadromous Only,37.6,3,9,15.6,5,5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.5,3,0.21,2,0.2,2,-99999,0,1,Yes,No,No,No,No,No,21.0706481458769,2,23.1913227883714,1,14.3689078495542,4,26.034521950024,1,24.7623546135854,2,-13863294.473596558,6111697.1138728345
CWCC.01255,DNR,,15688,2690004,,,,Culvert,48.0161870001,-124.591797,48.0162200870001,-124.591810444,unnamed,West Fork Dickey River,Quileute,Private,5218.2,East West Dickey - CL1040,5218.2,,Clallam,Dickey River,20,Barrier,Unknown Passability,,,Resident and Anadromous,39.1,5,8.5,15.6,5,5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.25,1,0.25,0.25,1,0.25,0,0,0,0,0,0,0,0,0,0.22,1,0.22,3,2,0.14,1,0.32,2,0.09,1,-99999,0,0,No,No,No,No,No,No,21.0706481458769,2,23.1913227883714,1,14.3689078495542,4,26.034521950024,1,24.7623546135854,2,-13869496.89564215,6109553.703708398
CWCC.01278,DNR,,15843,2690004,,,,Culvert,48.0022390005,-124.563810001,48.002229685,-124.563818706,unnamed,West Fork Dickey River,Quileute,Private,5300,East West Dickey - CL1040,5300,,Clallam,Dickey River,20,Barrier,Unknown Passability,,,Resident and Anadromous,40.6,5,10,15.6,5,5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.81,1,0.81,0.81,1,0.81,0,0,0,0,0,0,0,0,0,0.91,1,0.91,3,2,0.36,2,0.37,2,0.18,1,-99999,0,1,Yes,No,No,No,No,No,21.0706481458769,2,23.1913227883714,1,14.3689078495542,4,26.034521950024,1,24.7623546135854,2,-13866380.869581707,6107225.782981374
CWCC.01306,DNR,,15738,2690004,,,,Culvert,48.0780419997,-124.468195999,48.078006078,-124.468244727,unnamed,unnamed,Quileute,Private,5240,East West Dickey - CL1100,5240,,Clallam,Dickey River,20,Barrier,Unknown Passability,Resident Only,,Resident Only,30.6,2,3,15.6,5,5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,1,0.28,1,0,-99999,0,-99999,0,-99999,0,-99999,0,1,No,No,No,No,No,Yes,21.0706481458769,2,23.1913227883714,1,14.3689078495542,4,26.034521950024,1,24.7623546135854,2,-13855741.622950068,6119842.092016491
CWCC.01312,DNR,,15752,2690006,,,,Culvert,47.9533910002,-124.637335,47.9533784860001,-124.637335636,unnamed,unnamed,Makah; Quileute,Private,D-5517.3,Quillayute Lowlands - CL0670,D-5517.3,,Clallam,Ozette Lake-Frontal Pacific Ocean,20,Barrier,Unknown Passability,Resident Only (Adjusted); Downstream 0% Passable Barrier,,Resident Only,34.475,2,1.5,11.6,10,9.375,2,2,3,0%,0,0,5,NA,5,0,,0,,,0,,,0,,,0,,,0,,0.06,1,0.06,1,0,,0,,0,,0,,0,0,No,No,No,No,No,No,8.44659561085216,4,9.34180376665296,4,17.3081499824024,3,12.3836370134963,5,23.7773365686107,3,-13874564.736777062,6099102.177865991
CWCC.01358,DNR,,15816,2690004,,,,Culvert,48.0182259995,-124.502871999,48.0182325590001,-124.502856699,unnamed,East Fork Dickey River,Quileute,Private,2610.1,East West Dickey - CL1020,2610.1,,Clallam,Dickey River,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,26.225,0,0,15.6,5,5.625,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,16.3037206570482,2,18.0881692026422,2,16.9823276476504,3,20.878612958949,2,25.2710409760914,2,-13859594.610023525,6109888.619209858
CWCC.01359,DNR,,15817,2690004,,,,Culvert,48.0214139994,-124.490175001,48.0214134920001,-124.490181977,unnamed,East Fork Dickey River,Quileute,Private,2605.2,East West Dickey - CL1020,2605.2,,Clallam,Dickey River,20,Barrier,Unknown Passability,,,Anadromous Only,36.225,3,7,15.6,5,5.625,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.17,1,0.17,0.17,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.18,1,0.28,2,0.1,1,-99999,0,0,No,No,No,No,No,No,16.3037206570482,2,18.0881692026422,2,16.9823276476504,3,20.878612958949,2,25.2710409760914,2,-13858183.666452307,6110418.0166704655
CWCC.01360,DNR,,15818,2690004,,,,Culvert,48.0219399999,-124.492916,48.0218857240001,-124.492707613,unnamed,East Fork Dickey River,Quileute,Private,2605.2,East West Dickey - CL1020,2605.2,,Clallam,Dickey River,20,Barrier,Unknown Passability,,,Anadromous Only,36.225,3,7,15.6,5,5.625,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.07,1,0.07,0.07,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.33,2,0.22,2,0.13,1,-99999,0,0,No,No,No,No,No,No,16.3037206570482,2,18.0881692026422,2,16.9823276476504,3,20.878612958949,2,25.2710409760914,2,-13858464.818914127,6110496.612086403
CWCC.01366,DNR,,15828,2690009,,,,Culvert,47.3123419994,-124.00585,47.3123446120001,-124.005905335,unnamed,unnamed,Quinault,Private,8000,Copalis River - GH0730,8000,,Grays Harbor,Lower Quinault River,21,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,32.475,0,0,15.6,7.5,9.375,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,13.6857584276131,3,15.1973672769775,3,11.9531747585456,5,14.3030282857917,4,24.152091289848,3,-13804274.237213105,5993206.5216246415
CWCC.01370,DNR,,15836,2690004,,,,Culvert,48.0004712647,-124.564219742,48.000522614,-124.564225435,unnamed,West Fork Dickey River,Quileute,Private,5300,East West Dickey - CL1040,5300,,Clallam,Dickey River,20,Barrier,Unknown Passability,,,Resident and Anadromous,40.6,5,10,15.6,5,5,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.07,1,0.07,0.07,1,0.07,0,0,0,0,0,0,0,0,0,0.09,1,0.09,3,2,0.11,1,0.31,2,0.05,1,-99999,0,1,No,No,No,No,No,Yes,21.0706481458769,2,23.1913227883714,1,14.3689078495542,4,26.034521950024,1,24.7623546135854,2,-13866426.146476641,6106941.77968845
CWCC.01405,DNR,,15909,2690006,,,,Culvert,47.9951749994,-124.654114,47.9951817720001,-124.654116845,unnamed,Pacific Ocean,Makah; Quileute,Private,5057,Quillayute Lowlands - CL0720,5057,,Clallam,Ozette Lake-Frontal Pacific Ocean,20,Barrier,Unknown Passability,,,Resident and Anadromous,48.475,5,8.5,15.6,10,9.375,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.07,1,0.07,0.07,1,0.07,0,0,0,0,0,0,0,0,0,0.11,1,0.11,3,2,0.13,1,0.23,2,0.08,1,-99999,0,0,No,No,No,No,No,No,8.44659561085216,4,9.34180376665296,4,17.3081499824024,3,12.3836370134963,5,23.7773365686107,3,-13876432.81252416,6106053.290832807
CWCC.01425,WDFW March 2021,999048,15938,2690005,,,,Culvert,47.8265300006,-124.272584,47.826512151,-124.272122561,unnamed,Hell Roaring Creek,Hoh,Private,29V,Goodman Creek - CL0400,29V,,Jefferson,Hoh River,20,Barrier,0%,Resident Only (Adjusted); Downstream 0% Passable Barrier,,Resident Only,31.075,2,1.5,18.2,5,4.375,5,2,3,0%,0,2,3,67%,4,0,,0,,,0,,,0,,,0,,,0,,0.94,1,0.94,1,0,,0,,0,,0,,0,0,No,No,No,No,No,No,18.6062497784395,2,20.6630416237976,2,17.8149997868815,2,19.7198709824723,2,30.732546961021,1,-13833909.403342988,6078041.015717872
CWCC.01429,DNR,,15943,2690005,,,,Culvert,47.8319870003,-124.472716001,47.8320097700001,-124.472589661,unnamed,Goodman Creek,Hoh; Quileute,Private,3000.9,Goodman Creek - CL0440,3000.9,,Jefferson,Goodman Creek-Frontal Pacific Ocean,20,Barrier,Unknown Passability,,,Resident and Anadromous,43.475,5,8.5,15.6,7.5,6.875,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.17,1,0.17,0.17,1,0.17,0,0,0,0,0,0,0,0,0,0.04,1,0.04,3,2,0.12,1,0.29,2,0.07,1,-99999,0,0,No,No,No,No,No,No,14.9306666734948,3,16.5477220757728,2,20.5235299443313,2,14.8482849116848,4,24.3596265969625,3,-13856225.298734697,6078952.610718008
CWCC.01435,DNR,,15960,2690006,,,,Culvert,48.0035949994,-124.651084001,48.003630903,-124.651063286,unnamed,unnamed,Makah; Quileute,Private,5050,Quillayute Lowlands - CL0720,5050,,Clallam,Ozette Lake-Frontal Pacific Ocean,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain (Adjusted),No Habitat Gain,No Estimated Upstream Habitat,34.975,0,0,15.6,10,9.375,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,,0,,,0,,,0,,,0,,,0,,,0,,0,0,,0,,0,,0,,0,0,No,No,No,No,No,No,8.44659561085216,4,9.34180376665296,4,17.3081499824024,3,12.3836370134963,5,23.7773365686107,3,-13876092.891854828,6107458.909033357
CWCC.01481,DNR,,16062,2690002,,,,Culvert,48.0630070002,-124.55815,48.0630317810001,-124.55817279,unnamed,South Fork Crooked Creek,Makah; Quileute,Private,5700.2,Lake Ozette Drainage - CL1240,5700.2,,Clallam,Ozette Lake-Frontal Pacific Ocean,20,Barrier,Unknown Passability,,,Anadromous Only,41.725,3,5,15.6,10,8.125,2,1,4,Unknown Barrier Status,4,0,5,NA,5,1,0.04,1,0.04,0.04,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.14,1,0.03,1,0.05,1,-99999,0,0,No,No,No,No,No,No,8.84983984914694,4,9.7899710313986,4,14.9570180120871,4,20.5728447863934,2,24.0611678070393,3,-13865752.36907524,6117347.490734495
CWCC.01490,DNR,,16095,2690008,,,,Culvert,47.7169230004,-124.301153001,47.7168149720001,-124.30124865,unnamed,Cedar Creek,Hoh,Private,1436.1121,South Clallam - CL0210,1436.1121,,Jefferson,Goodman Creek-Frontal Pacific Ocean,20,Barrier,Unknown Passability,,,Resident and Anadromous,54.475,10,12,15.6,10,6.875,2,1,4,Unknown Barrier Status,4,0,5,NA,5,2,1.31,2,1.31,1.31,2,1.31,0,0,0,0,0,0,0,0,0,1.49,2,1.49,3,3,0.44,3,0.12,1,0.16,1,-99999,0,1,Yes,No,No,No,No,No,7.06799997045269,4,7.84653362442022,4,22.7125154511292,1,17.7699203081546,3,23.3876151345085,3,-13837151.704680605,6059871.578423698
CWCC.01518,DNR,,16158,2690004,,,,Culvert,47.9768750002,-124.525981,47.9769781580001,-124.526109346,unnamed,unnamed,Quileute,Private,5102.31,East West Dickey - CL1000,5102.31,,Clallam,Dickey River,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain,,No Estimated Upstream Habitat,26.225,0,0,15.6,5,5.625,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,0,-99999,0,-99999,0,-99999,0,0,No,No,No,No,No,No,16.3037206570482,2,18.0881692026422,2,16.9823276476504,3,20.878612958949,2,25.2710409760914,2,-13862183.082910152,6103025.674905891
CWCC.01551,DNR,,16239,2610100,,,,Culvert,48.0925089994,-124.317068,48.092464943,-124.31696664,unnamed,Lake Creek,Quileute,Private,W  Lake Pleasant Rd,East Clallam - CL0900,9000,,Clallam,Sol Duc River-Quillayute River,20,Barrier,Unknown Passability,No Estimated Upstream Habitat Gain (Adjusted),No Habitat Gain,No Estimated Upstream Habitat,28.725,0,0,15.6,7.5,5.625,2,1,4,Unknown Barrier Status,4,0,5,NA,5,0,,0,,,0,,,0,,,0,,,0,,,0,,0,0,,0,,0,,0,,0,0,No,No,No,No,No,No,12.6288033654913,3,13.9234758516288,3,16.0762452952477,3,23.6105600540344,1,30.3388540169893,2,-13838901.423283149,6122251.515463503
